model_name,model_year,kms_driven,owner,location,mileage,power,price
Bajaj Avenger,2016,25000,second owner,visakhapatnam,40.0,19.0,65000
Royal Enfield Classic,2015,16500,first owner,pune,35.0,19.8,115000
Triumph Street Triple,2016,7800,third owner,mumbai,20.0,77.0,599999
Bajaj Avenger,2014,30000,first owner,pune,40.0,19.0,59000
Yamaha FZ25,2018,40,first owner,delhi,43.0,20.3,125000
KTM Duke,2014,11500,first owner,tirupati,25.0,44.0,145000
Bajaj Avenger Street,2016,39500,first owner,ghaziabad,50.0,14.3,37000
Royal Enfield Classic,2018,15000,first owner,delhi,35.0,19.8,133000
Kawasaki ER-6n,2015,6500,second owner,pune,17.0,71.0,275000
TVS Apache RR310,2019,4444,first owner,mumbai,22.0,33.0,195000
Bajaj Avenger Street,2020,3000,first owner,agra,53.72,14.79,110000
Royal Enfield Bullet,2001,22000,first owner,margao,37.0,19.8,130000
Royal Enfield Bullet,2014,72000,first owner,ghaziabad,40.0,19.8,91600
Royal Enfield Classic,2018,6093,first owner,faridabad,35.0,19.8,135000
Royal Enfield Bullet,2010,27000,first owner,saharanpur,40.0,19.8,78000
Royal Enfield Classic,2019,6000,first owner,bangalore,35.0,19.8,184100
Yamaha YZF-R15 2.0,2016,9800,first owner,pune,42.0,16.7,90000
Royal Enfield Thunderbird,2016,27500,first owner,pune,40.0,19.8,155000
KTM RC,2017,20000,first owner,chennai,35.0,25.1,155000
Royal Enfield Himalayan,2016,15600,second owner,delhi,32.0,24.5,99750
KTM Duke,2015,35000,first owner,erode,25.0,44.0,150000
Royal Enfield Classic,2018,25000,first owner,baraut,35.0,19.8,155000
Suzuki Gixxer SF,2015,38000,first owner,guwahati,40.0,14.6,44000
KTM Duke,2014,32000,second owner,mangalore,25.0,44.0,130000
Royal Enfield Classic,2019,2500,first owner,delhi,35.0,19.8,180000
KTM Duke,2018,38738,first owner,hyderabad,35.0,24.6,145250
Hero Xtreme Sports,2018,13000,first owner,hyderabad,55.0,11.64,63000
Hero Karizma R,2015,42000,first owner,bangalore,40.0,17.0,40000
Bajaj Pulsar NS200,2015,26000,first owner,bhopal,40.0,24.2,62000
Hero HF Deluxe,2013,16615,first owner,jaipur,83.0,7.7,25000
Suzuki Gixxer SF,2017,19000,first owner,bangalore,40.0,14.6,72500
Yamaha FZS-FI V,2020,9600,first owner,noida,58.0,12.2,96800
Royal Enfield Classic,2015,14500,first owner,vadodara,35.0,19.8,115300
Royal Enfield Classic,2014,14000,first owner,kolkata,35.0,19.8,112900
Royal Enfield Classic,2019,17520,first owner,ghaziabad,35.0,19.8,149300
Suzuki Gixxer,2016,46530,first owner,ahmedabad,63.0,14.0,43000
Bajaj Avenger Street,2017,30000,first owner,indore,45.0,14.3,48750
Royal Enfield Classic,2014,19000,first owner,bangalore,35.0,19.8,119500
Hero Splendor ISmart,2016,30671,first owner,panipat,55.0,7.0,34000
KTM Duke,2017,17300,second owner,gurgaon,25.0,42.9,165000
Royal Enfield Classic,2014,26000,first owner,hyderabad,32.0,27.2,120000
Yamaha FZs,2019,11186,first owner,delhi,45.0,13.0,85000
Bajaj Avenger Cruise,2018,1800,first owner,bangalore,35.0,19.0,75400
Royal Enfield Bullet,2018,15000,first owner,pune,35.0,19.8,126600
Bajaj Avenger Street,2016,25000,first owner,bangalore,50.0,14.3,55000
Honda CBR 150R,2012,39809,first owner,delhi,38.0,18.28,75000
Honda CBR 150R,2012,5500,first owner,pune,38.0,18.28,69000
Royal Enfield Classic,2017,30000,first owner,delhi,35.0,19.8,150000
Royal Enfield Thunderbird,2014,70000,second owner,pune,25.0,27.2,120000
Hero Super Splendor,2018,7329,first owner,ludhiana,75.0,9.0,44000
Royal Enfield Bullet,2016,7000,second owner,silvasa,25.0,26.37,171000
Yamaha YZF-R15 2.0,2015,34786,second owner,pilibhit,42.0,16.7,70700
Hero Passion Xpro,2018,31000,first owner,cuddalore,55.0,8.0,37500
Yamaha FZ25,2017,26000,first owner,chennai,43.0,20.3,95000
Royal Enfield Classic,2016,7500,first owner,mumbai,35.0,19.8,124500
KTM Duke,2020,3500,first owner,mumbai,35.0,24.6,165000
Royal Enfield Thunderbird,2015,12000,first owner,bangalore,40.0,19.8,110000
Royal Enfield Classic,2019,26000,first owner,hyderabad,35.0,19.8,160000
Royal Enfield Classic,2017,16000,first owner,delhi,35.0,19.8,114900
Bajaj V15,2016,11500,first owner,gurgaon,57.0,11.8,30000
Bajaj V12,2017,12500,first owner,gurgaon,57.0,12.0,34000
Yamaha YZF-R15 S,2018,21000,first owner,hyderabad,42.0,16.0,95000
Hero Glamour i3s,2020,17000,first owner,delhi,55.0,10.72,62000
UM Renegade Sport,2018,20000,first owner,delhi,35.0,24.8,70000
Royal Enfield Thunderbird,2014,40000,first owner,hyderabad,40.0,19.8,71300
Bajaj Avenger Cruise,2020,14999,first owner,gurgaon,35.0,18.76,112999
Royal Enfield Classic,2016,17900,first owner,jalandhar,35.0,19.8,135000
Bajaj Pulsar,2008,48000,second owner,roorkee,38.0,21.0,18000
Bajaj Pulsar,2008,24000,first owner,bhiwani,38.0,21.0,19655
Royal Enfield Classic,2020,7000,first owner,noida,35.0,19.1,185000
Hero Splendor Plus,2018,17700,first owner,ahmedabad,55.0,8.2,49000
Yamaha YZF-R15 2.0,2012,27400,first owner,pune,42.0,16.7,75000
Bajaj Avenger Cruise,2016,25198,first owner,chennai,35.0,19.0,60000
Hero Xtreme Sports,2016,80000,first owner,kanchrapara,55.0,15.6,47000
Royal Enfield Classic,2019,7800,first owner,coimbatore,35.0,19.8,180000
KTM RC,2020,2200,first owner,pune,35.0,25.1,190000
Hero Passion Xpro,2018,64000,first owner,dehradun,55.0,8.0,36000
Royal Enfield Classic,2018,20500,first owner,mumbai,32.0,27.2,166000
Royal Enfield Classic,2017,10000,first owner,rohtak,35.0,19.8,121000
Royal Enfield Thunderbird,2015,17800,second owner,ahmedabad,40.0,19.8,100000
Royal Enfield Classic,2019,5500,first owner,allahabad,35.0,19.8,180000
Bajaj Avenger Street,2016,35000,second owner,indore,50.0,14.3,65000
Benelli TNT 600,2016,11000,first owner,chandigarh,19.0,82.7,497000
Royal Enfield Thunderbird,2016,20450,first owner,faridabad,40.0,19.8,110000
Hyosung Aquila GV250,2016,26400,second owner,ghaziabad,27.0,26.21,141100
Royal Enfield Classic,2015,25600,first owner,chandigarh,35.0,19.8,115000
Royal Enfield Classic,2014,15000,first owner,bangalore,32.0,27.2,135000
Royal Enfield Thunderbird,2017,18000,first owner,sangli,40.0,19.8,135000
Yamaha YZF-R15 V3,2020,4000,second owner,delhi,40.0,18.3,52500
Bajaj Pulsar,2011,57000,first owner,surat,38.0,21.0,18500
Royal Enfield Thunderbird,2017,22900,first owner,ranchi,40.0,19.8,115000
KTM Duke,2015,3500,first owner,hyderabad,35.0,25.0,110000
Hero Passion Pro,2016,30000,first owner,hyderabad,5.0,8.2,46000
UM Renegade Commando,2018,3000,first owner,surat,35.0,25.0,133500
Bajaj Discover,2013,36000,first owner,pune,65.0,12.5,38000
Royal Enfield Thunderbird,2014,28000,first owner,ahmedabad,40.0,19.8,100000
UM Renegade Commando,2018,10300,first owner,kanpur,35.0,25.0,125000
Hero Passion Xpro,2019,14000,first owner,delhi,55.0,8.0,48000
Hero Karizma R,2009,36826,first owner,dewas,40.0,17.0,30000
Hero Splendor iSmart,2016,24344,first owner,gurgaon,55.0,8.2,30000
Royal Enfield Classic,2018,10500,second owner,jaipur,35.0,19.8,165000
Triumph Tiger Explorer,2015,24000,first owner,bangalore,19.0,135.0,1299000
Royal Enfield Himalayan,2020,5500,first owner,chennai,32.0,24.5,188000
Yamaha YZF-R15 2.0,2014,25000,second owner,ludhiana,42.0,16.7,65000
Royal Enfield Classic,2017,17400,first owner,pune,35.0,27.2,175000
Bajaj Pulsar,2014,9300,third owner,pune,45.0,17.0,35000
Hero CD Deluxe,2012,38150,first owner,jaipur,65.0,7.7,25000
Honda CBR 250R,2011,23000,first owner,mumbai,29.0,26.15,50000
Hero Super Splendor,2006,85000,first owner,indore,75.0,9.0,20000
Hyosung GT250R 2020,2020,208,first owner,chennai,30.0,28.0,220000
Suzuki Gixxer SF,2015,49000,first owner,lucknow,40.0,14.6,43000
Royal Enfield Classic,2016,42000,first owner,delhi,35.0,19.8,125000
Bajaj Pulsar,2012,67000,first owner,jaipur,45.0,17.0,26000
Royal Enfield Thunderbird,2018,3808,second owner,ranchi,40.0,19.8,135000
Kawasaki Ninja 1000,2020,2600,first owner,mumbai,15.0,140.0,1089375
Triumph Bonneville T120,2015,17000,second owner,mumbai,18.0,79.0,440937
KTM RC,2021,4000,first owner,mumbai,35.0,24.6,207500
 Bajaj CT100,2016,30000,first owner,mumbai,67.0,8.1,32000
Yamaha FZ25,2017,30000,third owner,bangalore,43.0,20.3,80000
Bajaj Avenger Cruise,2018,7781,second owner,pune,35.0,19.0,55250
Royal Enfield Classic,2019,10629,first owner,bahadurgarh,35.0,19.8,160000
Bajaj CT 100,2018,15999,first owner,gurgaon,89.0,8.1,28000
Hero Passion Pro,2019,19600,first owner,jaipur,84.0,8.2,67000
UM Renegade Commando,2017,27000,first owner,hyderabad,35.0,24.8,89000
Bajaj Discover,2019,11560,first owner,gurgaon,65.0,10.9,36000
Royal Enfield Electra,2019,5000,first owner,ahmedabad,25.0,19.8,105000
Royal Enfield Classic,2019,30000,first owner,thane,35.0,19.8,160000
Bajaj Avenger Street,2016,50000,first owner,bagalkot,50.0,14.3,44600
Bajaj V15,2016,35600,first owner,kolkata,57.0,11.8,36000
Bajaj V15,2017,23431,first owner,gurgaon,57.0,11.8,32000
Kawasaki Ninja,2019,11500,first owner,bangalore,25.0,39.0,280000
UM Renegade Commando,2017,19500,first owner,hyderabad,35.0,24.8,85000
Hero Splendor Plus,2018,16000,first owner,delhi,81.0,8.2,48000
Bajaj Avenger Street,2017,89000,second owner,jaipur,45.0,14.3,47000
Bajaj V15,2017,37000,second owner,ahmedabad,57.0,11.8,40000
KTM Duke,2014,20000,first owner,gautam buddha nagar,35.0,25.0,85000
Royal Enfield Classic,2016,24000,first owner,mumbai,25.0,27.2,140000
Royal Enfield Classic,2016,39000,first owner,kochi,35.0,19.8,98800
Hero CBZ Xtreme,2008,50000,first owner,meerut,65.0,14.4,16000
KTM RC 125CC,2020,10429,first owner,ahmedabad,45.0,14.5,150000
Hero Splendor Plus,2017,10000,first owner,pune,81.0,8.2,60000
Royal Enfield Classic,2019,14188,first owner,pune,35.0,19.8,185000
Bajaj Boxer AR100,2001,33500,first owner,nashik,72.0,12.0,20000
Royal Enfield Thunderbird,2010,30300,second owner,delhi,35.0,19.8,51000
Hero Hunk,2013,51000,first owner,jaipur,53.0,14.0,35000
Royal Enfield Classic,2018,9000,first owner,delhi,35.0,19.8,135000
Royal Enfield Thunderbird,2019,6700,first owner,bangalore,40.0,19.8,170000
Yamaha YZF-R15,2013,12241,first owner,pune,42.0,16.0,51700
Hero Passion Plus,2004,57000,first owner,aligarh,55.0,7.5,18000
Royal Enfield Bullet,2006,26000,third owner,kochi,37.0,19.8,90000
Hero Splendor Pro,2016,57000,first owner,alanganallur,81.0,8.2,40000
Bajaj Avenger Street,2016,17000,second owner,thane,53.0,19.0,60000
Royal Enfield Classic,2014,17000,first owner,delhi,35.0,19.8,110000
Royal Enfield Classic,2017,25000,first owner,kanchipuram,35.0,19.8,128000
Royal Enfield Classic,2017,6200,first owner,noida,35.0,19.8,130000
Suzuki Gixxer,2017,19269,first owner,bangalore,63.0,14.0,85000
Bajaj V15,2017,4200,first owner,kolkata,57.0,11.8,49000
Hero Passion Plus,2007,50000,first owner,indore,55.0,7.5,27000
Bajaj Pulsar,2011,41000,first owner,narnaul,65.0,15.0,25000
Hero Splendor,1994,366600,fourth owner or more,jaipur,45.0,7.44,36508
Bajaj Avenger,2012,98000,first owner,jaipur,40.0,19.0,26000
Hero Xtreme 160R,2020,30000,first owner,jaipur,55.47,15.0,66000
Hero Xtreme 160R,2020,34000,first owner,jaipur,55.47,15.0,66000
Hero Xtreme 160R,2020,20000,first owner,jaipur,55.47,15.0,66000
Yamaha FZs,2015,28823,first owner,bangalore,45.0,13.0,58000
Yamaha YZF-R15,2016,42000,first owner,chennai,42.0,16.0,69800
KTM Duke,2015,13300,first owner,bangalore,35.0,25.0,135000
Hero Passion Plus,2009,60000,first owner,bangalore,55.0,7.5,30000
Yamaha FZS FI,2019,462,first owner,bulandshahr,52.0,12.9,85000
Royal Enfield Thunderbird,2016,5979,first owner,patna,40.0,19.8,80000
Yamaha YZF-R15 V3,2020,15600,first owner,zirakpur,40.0,18.3,125000
Hero Passion Pro,2019,19000,first owner,bharatpur,5.0,8.2,49400
Royal Enfield Thunderbird,2018,5600,first owner,ahmedabad,40.0,19.8,142800
Bajaj Pulsar,2016,65000,first owner,pune,65.0,17.0,51000
KTM Duke,2020,14000,first owner,mumbai,25.0,42.9,259375
KTM Duke,2019,15000,first owner,mumbai,35.0,24.6,181562
Royal Enfield Classic,2019,4500,first owner,mumbai,35.0,19.8,181562
Royal Enfield Classic,2018,4500,first owner,mumbai,35.0,19.8,166000
KTM RC 125CC,2019,10283,first owner,mumbai,45.0,14.5,145250
KTM RC,2019,2500,first owner,mumbai,26.0,42.3,197125
Yamaha YZF-R3,2016,9000,first owner,mumbai,22.0,41.4,259375
Royal Enfield Classic,2019,8000,first owner,mumbai,35.0,19.8,186750
KTM RC,2020,7000,first owner,mumbai,26.0,42.3,269750
Royal Enfield Classic,2020,2800,first owner,mumbai,35.0,19.1,207500
Royal Enfield Classic,2015,9000,first owner,mumbai,32.0,27.2,129687
Harley-Davidson Street 750,2016,10000,first owner,mumbai,20.0,47.0,337187
Harley-Davidson Street 750,2016,9000,first owner,mumbai,20.0,47.0,337187
Harley-Davidson Iron 883,2018,10000,first owner,mumbai,20.0,50.0,726250
BenelliImperiale 400 BS6,2020,2800,first owner,mumbai,35.0,20.7,207500
Triumph Street Triple,2018,17000,first owner,mumbai,20.0,111.0,880837
Harley-Davidson Iron 883,2015,8900,first owner,mumbai,20.0,50.0,570625
Harley-Davidson Street Rod,2017,6500,first owner,mumbai,25.0,70.0,466875
Kawasaki Z900 2019,2019,6000,first owner,mumbai,25.0,123.3,881875
Kawasaki Z800 2016,2016,10500,first owner,mumbai,16.0,111.0,674375
Harley-Davidson Iron 883,2016,3000,first owner,mumbai,20.0,50.0,596562
Kawasaki Ninja,2019,12000,first owner,mumbai,25.0,39.0,311250
Bajaj Pulsar 200,2014,23000,first owner,mumbai,40.0,24.2,65000
Royal Enfield Classic,2015,20000,first owner,howrah,35.0,19.8,115300
Bajaj Avenger,2014,43130,first owner,chennai,40.0,19.0,50000
Royal Enfield Bullet,2016,45000,first owner,pathanamthitta,25.0,26.1,125500
Bajaj Pulsar 135LS,2010,65000,second owner,vaikom,64.0,13.0,17000
Bajaj Pulsar,2015,25000,second owner,pune,45.0,17.0,45000
Hero Xtreme 160R,2020,4000,first owner,kolkata,55.47,15.0,119000
Royal Enfield Classic,2019,10433,first owner,delhi,35.0,19.8,150000
Bajaj Avenger,2016,22000,first owner,bangalore,40.0,19.0,65000
Triumph Bonneville T120,2018,3600,second owner,dimapur,18.0,78.9,950000
Bajaj Avenger,2017,34500,first owner,hyderabad,40.0,19.0,75000
Royal Enfield Classic,2017,41877,first owner,noida,35.0,27.2,140200
Royal Enfield Classic,2015,48295,second owner,bangalore,35.0,19.8,130440
Bajaj Avenger Street,2017,8000,first owner,vadodara,45.0,14.3,70000
Hero Xtreme Sports,2017,20000,first owner,gurgaon,55.0,15.6,52000
Bajaj Pulsar,2004,80070,second owner,bangalore,65.0,15.0,10000
Hyosung Aquila GV250,2015,8000,second owner,ahmednagar,27.0,26.21,150000
Royal Enfield Classic,2015,30000,first owner,pune,35.0,19.8,93000
Royal Enfield Thunderbird,2017,23700,first owner,bangalore,40.0,19.8,115000
Bajaj CT 100,2018,27184,first owner,dakshina kannada,89.0,8.1,38000
Suzuki Gixxer,2017,9840,first owner,bangalore,63.0,14.0,70000
Bajaj CT 100,2019,17918,first owner,mumbai,67.0,8.1,45000
Royal Enfield Classic,2020,9000,first owner,alwar,35.0,19.8,175000
Bajaj Pulsar,2004,65400,first owner,mumbai,65.0,15.0,25000
Royal Enfield Thunderbird,2015,5000,first owner,vadodara,25.0,27.2,132600
Hero Splendor Plus,2019,14288,first owner,surat,55.0,8.2,63500
KTM Duke,2019,27900,first owner,bhubaneshwar,35.0,24.6,125000
Honda CBR 150R,2014,45000,first owner,agartala,38.0,18.28,60000
KTM RC,2018,14000,first owner,pune,26.0,42.3,180000
TVS Apache RR310,2019,3852,second owner,pune,22.0,33.0,188500
TVS Apache RR310,2019,3700,first owner,pune,22.0,33.0,210000
Bajaj Avenger Cruise,2018,13210,first owner,delhi,35.0,19.0,85000
Royal Enfield Classic,2016,58000,first owner,bangalore,35.0,19.8,123100
Hero Passion Xpro,2019,4800,first owner,delhi,55.0,8.0,55000
Bajaj V15,2016,15000,first owner,bangalore,57.0,11.8,37000
Hyosung GT250R 2012,2012,16957,second owner,delhi,30.0,28.0,200000
Bajaj Avenger Cruise,2017,17000,first owner,ambala,35.0,19.0,75000
Royal Enfield Electra,2019,4900,first owner,delhi,25.0,19.8,130000
Kawasaki ER-6n,2016,7500,first owner,mumbai,17.0,71.0,330000
Yamaha FZ25,2017,7200,first owner,hyderabad,43.0,20.3,85000
Hero Super Splendor,2014,10000,first owner,vidisha,75.0,9.0,40000
KTM Duke,2017,25000,first owner,mumbai,35.0,24.6,95000
Royal Enfield Thunderbird,2017,37500,first owner,chennai,25.0,27.2,148000
Honda H’ness CB,2020,8009,first owner,gurgaon,45.8,20.78,188000
Hero HF Deluxe,2013,38000,first owner,lucknow,83.0,7.7,40000
Hero Glamour,2006,35000,first owner,ahmedabad,55.0,8.9,15333
Bajaj Avenger Street,2020,6400,first owner,lucknow,53.72,14.79,95000
KTM Duke,2016,36410,first owner,pune,35.0,24.6,79900
Hero Splendor Plus,2008,32075,second owner,bangalore,81.0,8.2,30000
Hero CBZ Xtreme,2011,15000,second owner,delhi,65.0,14.4,23900
Bajaj Avenger,2009,50000,third owner,noida,53.0,19.0,15000
Yamaha YZF-R15 2.0,2017,12250,first owner,chennai,42.0,16.7,93400
Yamaha YZF-R15 2.0,2016,32436,first owner,jhunjhunu,42.0,16.7,90000
Hero Passion Pro,2013,35000,first owner,hyderabad,5.0,8.2,34895
Royal Enfield Classic,2015,303000,first owner,kolkata,35.0,19.8,110000
Kawasaki Ninja,2016,12000,first owner,mumbai,25.0,39.0,217875
Royal Enfield Classic,2018,10050,first owner,bangalore,32.0,27.2,151800
Yamaha FZs,2013,40000,first owner,ghaziabad,45.0,13.0,45000
Royal Enfield Classic,2018,17000,first owner,patna,35.0,19.8,125000
Honda CB Unicorn,2020,8892,first owner,vadodara,55.0,12.5,97000
KTM RC,2018,12000,first owner,sidhi,26.0,42.3,191500
Royal Enfield Thunderbird,2016,7200,first owner,kalyan,40.0,19.8,130000
Royal Enfield Thunderbird,2014,30000,first owner,thane,40.0,19.8,95000
Royal Enfield Classic,2014,32000,first owner,pathanamthitta,35.0,19.8,110000
Hero CBZ Xtreme,2014,22850,second owner,ahmedabad,65.0,14.4,27786
Harley-Davidson Fat Bob,2014,8000,first owner,gurgaon,18.0,65.0,750000
Suzuki Gixxer SF,2021,1000,first owner,dehradun,40.0,14.6,125000
Royal Enfield Thunderbird,2015,37265,first owner,bangalore,40.0,19.8,120000
Suzuki Hayate,2012,69600,first owner,delhi,69.0,8.3,22000
Hero Passion Pro,2017,18000,first owner,delhi,5.0,8.2,45000
Yamaha YZF-R15 2.0,2016,17661,first owner,bangalore,42.0,16.7,95000
Husqvarna Svartpilen 250,2021,2700,first owner,mumbai,31.85,29.63,205000
Royal Enfield Himalayan,2018,10000,first owner,mumbai,32.0,24.5,175000
KTM RC 125CC,2020,4200,first owner,mumbai,45.0,14.5,165000
Benelli TNT 300,2017,11000,first owner,mumbai,25.0,37.73,240000
Kawasaki Ninja,2018,8900,first owner,mumbai,25.0,39.0,280000
KTM RC,2020,2900,first owner,mumbai,35.0,25.1,210000
Harley-Davidson Street 750,2017,14700,first owner,mumbai,20.0,47.0,370000
TVS Apache RR310,2019,7990,first owner,mumbai,22.0,33.0,190000
KTM RC 125CC,2020,8000,first owner,mumbai,45.0,14.5,150000
Bajaj Discover 100T,2013,58546,first owner,bikaner,56.0,8.51,22000
Royal Enfield Classic,2018,16000,second owner,delhi,35.0,19.8,125000
Royal Enfield Bullet,2009,35000,first owner,mumbai,30.0,19.8,75000
Yamaha FZs,2014,18000,first owner,bangalore,45.0,13.0,42000
Royal Enfield Thunderbird,2013,30000,first owner,kalyan,25.0,27.2,80000
Royal Enfield Classic,2015,60000,first owner,kasba,35.0,19.8,111000
Bajaj Discover 125ST,2012,21000,first owner,jabalpur,65.0,12.5,30000
KTM RC,2018,15000,first owner,mumbai,35.0,25.1,155625
Royal Enfield Thunderbird,2015,11000,first owner,surat,25.0,27.2,105000
Yamaha FZ25,2018,9300,first owner,pune,43.0,20.3,110000
Bajaj Pulsar,2009,11900,first owner,chennai,38.0,21.0,33000
Royal Enfield Classic,2020,5700,first owner,mumbai,35.0,19.8,197125
Royal Enfield Classic,2020,5931,first owner,mumbai,35.0,19.1,207500
Royal Enfield Classic,2020,7500,first owner,mumbai,35.0,19.1,197125
Honda X-Blade,2021,1800,first owner,chas,50.0,13.93,125000
Bajaj Avenger Street,2021,3000,first owner,kolkata,53.72,14.79,107000
Royal Enfield Classic,2017,9000,first owner,lucknow,35.0,19.8,160000
Yamaha YZF-R3,2019,205,first owner,ahmednagar,22.0,41.4,250000
Bajaj Avenger Street,2016,22000,first owner,ahmedabad,50.0,14.3,41500
Royal Enfield Classic,2015,27000,first owner,delhi,35.0,19.8,108000
Bajaj Pulsar,2015,30000,second owner,siliguri,45.0,17.0,49000
Yamaha FZs,2012,34000,second owner,pune,45.0,13.0,45000
Royal Enfield Classic,2017,25000,first owner,bangalore,35.0,19.8,145000
Royal Enfield Thunderbird,2019,7000,first owner,vasai,40.0,19.8,165000
Bajaj Pulsar 135LS,2010,10000,first owner,delhi,64.0,13.0,14700
TVS Apache RR310,2019,5000,first owner,delhi,22.0,33.0,185000
Royal Enfield Classic,2019,10000,first owner,mumbai,35.0,19.8,191937
KTM RC,2016,11000,first owner,mumbai,26.0,42.3,145250
KTM RC,2019,6000,first owner,mumbai,35.0,25.1,176375
Royal Enfield Classic,2018,19000,first owner,mumbai,35.0,19.8,176375
Royal Enfield Classic,2019,6000,first owner,mumbai,35.0,19.8,181562
Royal Enfield Classic,2019,4000,first owner,mumbai,35.0,19.8,181562
Royal Enfield Bullet,2013,23400,first owner,chandigarh,40.0,19.8,80600
Husqvarna Vitpilen 250,2020,700,first owner,bangalore,31.85,29.63,220000
KTM RC,2018,5400,second owner,bangalore,26.0,42.3,204300
